CHR,POS1,POS2,PHENE,PHENE_CATEGORY,SINGLE_GENE_TRAIT_OR_DISORDER,DISEASE_RELATED,GENE_SYMBOL,GENE_DESCRIPTION,PHENE_URL,GENE_DETAILS_URL,BREEDS
,,,"Thoracic limb, angular deformity of",Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000997/9913/,,
,,,Thrombocytopenia,Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA001001/9913/,,
,,,"Twinning, conjoined",Embryo phene,unknown,yes,,,https://www.omia.org/OMIA001023/9913/,,
,,,Urolithiasis,Renal / urinary system phene,unknown,yes,,,https://www.omia.org/OMIA001033/9913/,,
,,,Various disorders,,unknown,yes,,,https://www.omia.org/OMIA001039/9913/,,
,,,Ventricular septal defect,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA001041/9913/,,
,,,Ventricular septal defect with atrioventricular valvular anomaly,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA001043/9913/,,
,,,Vertical fibre hide defect,Integument (skin) phene,yes,yes,,,https://www.omia.org/OMIA001048/9913/,,
,,,"Von Willebrand disease, generic",Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA001056/9913/,,
,,,Warts between hooves,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA001060/9913/,,
,,,Wilms tumour,Neoplasm,unknown,yes,,,https://www.omia.org/OMIA001142/9913/,,
,,,Wilson disease,Liver/biliary system phene,unknown,yes,,,https://www.omia.org/OMIA001071/9913/,,
,,,Wolff-Parkinson-White syndrome,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA001194/9913/,,
